sample_id,time_point,X_scaled,y_scaled
5,3,1.5182299861749016e-14,0.3645886308286849
5,4,-2.4424906541753444e-15,-0.8633262461955211
5,5,-1.8263168755083825e-14,-0.8911135283386756
5,6,3.036459972349803e-14,-0.4010154736439941
5,7,-3.574918139293004e-14,-1.24743902963389
5,8,-4.884981308350689e-15,-1.2338509190235
5,9,3.2585045772748344e-14,-0.7288682598072458
5,10,-3.652633751016765e-14,0.12375492525023006
5,11,-5.517808432387028e-14,-0.9483894662773672
5,12,6.072919944699606e-14,0.3956349141772375
5,13,-3.985700658404312e-14,0.3289574920836128
5,14,-7.149836278586008e-14,-0.7037410765426937
5,15,3.108624468950438e-14,-0.9744408862873302
5,16,-9.769962616701378e-15,0.9708111962954035
5,17,-4.463096558993129e-14,-0.10312884221879785
5,18,6.517009154549669e-14,0.9022046673709069
5,19,0.0,1.4334279511682337
6,0,0.0,1.3178224522788144
6,1,-6.106226635438361e-16,2.7892029609378395
6,2,-1.2212453270876722e-15,0.401803335956905
6,3,1.5182299861749016e-14,0.7877684035435363
6,4,-2.4424906541753444e-15,0.00951947050408322
6,5,-1.8263168755083825e-14,0.9535007491066384
6,6,3.036459972349803e-14,1.0242377431321568
6,7,-3.574918139293004e-14,-0.2420714928285977
6,8,-4.884981308350689e-15,-0.023329278916132675
6,9,3.2585045772748344e-14,1.3010755303349475
6,10,-3.652633751016765e-14,0.8438639034608408
6,11,-5.517808432387028e-14,-0.3242165010438724
6,12,6.072919944699606e-14,-2.0105379435120057
6,13,-3.985700658404312e-14,0.060793618834334553
6,14,-7.149836278586008e-14,0.45292740234452045
6,15,3.108624468950438e-14,-1.5824965022604685
6,16,-9.769962616701378e-15,-0.2804941398303736
6,17,-4.463096558993129e-14,-0.6391360655462395
6,18,6.517009154549669e-14,-1.4576498289729605
6,19,0.0,-0.7656183835273146
7,0,0.0,-1.1572769454921077
7,1,-6.106226635438361e-16,-1.2825067368773169
7,2,-1.2212453270876722e-15,-0.5137318817928432
7,3,1.5182299861749016e-14,-2.3976465442202954
7,4,-2.4424906541753444e-15,-0.9015629700456337
7,5,-1.8263168755083825e-14,-1.279731372176894
7,6,3.036459972349803e-14,-0.6670197626283082
7,7,-3.574918139293004e-14,-0.16454037567636415
7,8,-4.884981308350689e-15,-1.59786084671481
7,9,3.2585045772748344e-14,0.6771226715674725
7,10,-3.652633751016765e-14,1.4374627512107037
7,11,-5.517808432387028e-14,0.79272439057369
7,12,6.072919944699606e-14,1.474399877717646
7,13,-3.985700658404312e-14,1.4919181397759156
7,14,-7.149836278586008e-14,1.3317682322044158
7,15,3.108624468950438e-14,1.5355111151746126
7,16,-9.769962616701378e-15,1.4966972892659167
7,17,-4.463096558993129e-14,1.2568377698794209
7,18,6.517009154549669e-14,1.0462855526511585
7,19,0.0,0.8534523768017257
8,0,0.0,0.6874705872936312
8,1,-6.106226635438361e-16,-0.26105287309119324
8,2,-1.2212453270876722e-15,0.34849137284170556
8,3,1.5182299861749016e-14,-0.4709677370463737
8,4,-2.4424906541753444e-15,0.48042781524616784
8,5,-1.8263168755083825e-14,-1.108364070651038
8,6,3.036459972349803e-14,1.5328242797775684
8,7,-3.574918139293004e-14,-0.5845520373251145
8,8,-4.884981308350689e-15,0.30784167915524535
8,9,3.2585045772748344e-14,0.9459547019849668
8,10,-3.652633751016765e-14,0.9910839628838226
8,11,-5.517808432387028e-14,1.643517249430984
8,12,6.072919944699606e-14,0.390013538453131
8,13,-3.985700658404312e-14,-0.013450788371887684
8,14,-7.149836278586008e-14,2.1837746183592794
8,15,3.108624468950438e-14,0.5385606673238859
8,16,-9.769962616701378e-15,0.6073858196533404
8,17,-4.463096558993129e-14,-0.5975320809278405
8,18,6.517009154549669e-14,1.6434464290546054
8,19,0.0,0.4003303305348308
9,0,0.0,-0.0009363320911069101
9,1,-6.106226635438361e-16,-0.09759887275113267
9,2,-1.2212453270876722e-15,-0.5609405010248999
9,3,1.5182299861749016e-14,-1.1944634191687538
9,4,-2.4424906541753444e-15,-1.780415330745648
9,5,-1.8263168755083825e-14,-0.6409499816184596
9,6,3.036459972349803e-14,-0.841007550502491
9,7,-3.574918139293004e-14,0.07879315250796601
9,8,-4.884981308350689e-15,1.2537595480879629
9,9,3.2585045772748344e-14,0.5086320486239674
9,10,-3.652633751016765e-14,0.9784216766847
9,11,-5.517808432387028e-14,0.8126879320406637
9,12,6.072919944699606e-14,-0.025911770724207108
9,13,-3.985700658404312e-14,1.7314111773432994
9,14,-7.149836278586008e-14,1.717484665945328
9,15,3.108624468950438e-14,-0.017353257927309348
9,16,-9.769962616701378e-15,0.7471204771271514
9,17,-4.463096558993129e-14,1.122603501096756
9,18,6.517009154549669e-14,0.5243962465470017
9,19,0.0,1.3005923604694192
10,0,0.0,0.38566526264857987
10,1,-6.106226635438361e-16,1.7559437825625626
10,2,-1.2212453270876722e-15,0.5407058527550969
10,3,1.5182299861749016e-14,1.4751166714849802
10,4,-2.4424906541753444e-15,1.6763649119796198
10,5,-1.8263168755083825e-14,0.9025306717417062
10,6,3.036459972349803e-14,0.4295450868073908
10,7,-3.574918139293004e-14,-0.5529725082161231
10,8,-4.884981308350689e-15,-0.27341971508263296
10,9,3.2585045772748344e-14,0.5157951804909681
10,10,-3.652633751016765e-14,-1.7842574565656275
10,11,-5.517808432387028e-14,0.7811767349513247
10,12,6.072919944699606e-14,-0.9201364774825674
10,13,-3.985700658404312e-14,-1.1968470997461418
10,14,-7.149836278586008e-14,-1.4288235945057621
10,15,3.108624468950438e-14,-0.8649331050803107
10,16,-9.769962616701378e-15,-1.1120151105974845
10,17,-4.463096558993129e-14,-1.3636247904912935
10,18,6.517009154549669e-14,-0.24782334685501933
10,19,0.0,-0.9722249849077734
11,0,0.0,-0.9020687550702596
11,1,-6.106226635438361e-16,0.9883555747991886
11,2,-1.2212453270876722e-15,0.6228864536419755
11,3,1.5182299861749016e-14,-0.38715050935099027
11,4,-2.4424906541753444e-15,0.6667456816909308
11,5,-1.8263168755083825e-14,0.5671521422721506
11,6,3.036459972349803e-14,0.8096587382031043
11,7,-3.574918139293004e-14,-0.5647085742609419
11,8,-4.884981308350689e-15,1.0609744776828272
11,9,3.2585045772748344e-14,0.41548195823001416
11,10,-3.652633751016765e-14,-0.4069487462640365
11,11,-5.517808432387028e-14,1.4109402973300018
11,12,6.072919944699606e-14,-0.8456534916424174
11,13,-3.985700658404312e-14,0.4858221879013538
11,14,-7.149836278586008e-14,0.17926418922683515
11,15,3.108624468950438e-14,-0.2558519828310778
11,16,-9.769962616701378e-15,3.0372651082236706
11,17,-4.463096558993129e-14,1.2478298155112622
11,18,6.517009154549669e-14,0.995643610143966
11,19,0.0,0.01900811140012429
12,0,0.0,-0.816253855937329
12,1,-6.106226635438361e-16,-0.08326063181316376
12,2,-1.2212453270876722e-15,0.8987041695853026
12,3,1.5182299861749016e-14,0.7052926346481357
12,4,-2.4424906541753444e-15,1.1240594486214235
12,5,-1.8263168755083825e-14,-0.12310639543877988
12,6,3.036459972349803e-14,-0.4122899846700764
12,7,-3.574918139293004e-14,0.025363160013895263
12,8,-4.884981308350689e-15,0.5083476187276094
12,9,3.2585045772748344e-14,0.9625637501536244
12,10,-3.652633751016765e-14,0.3745302101582495
12,11,-5.517808432387028e-14,-1.1582085572571423
12,12,6.072919944699606e-14,-0.16376928541738622
12,13,-3.985700658404312e-14,-0.16793444875131694
12,14,-7.149836278586008e-14,-1.2822321641831456
12,15,3.108624468950438e-14,-0.6920472300024985
12,16,-9.769962616701378e-15,0.07904083289132983
12,17,-4.463096558993129e-14,-1.7616995636914603
12,18,6.517009154549669e-14,-0.36038274990710445
12,19,0.0,-1.4389146053175064
13,0,0.0,-0.6495651299195085
13,1,-6.106226635438361e-16,-1.2688387079225676
13,2,-1.2212453270876722e-15,1.012514135789032
13,3,1.5182299861749016e-14,-0.9825058451718525
13,4,-2.4424906541753444e-15,-0.42255333589427946
13,5,-1.8263168755083825e-14,-1.0452345021895697
13,6,3.036459972349803e-14,-1.6077088145261178
13,7,-3.574918139293004e-14,-2.1224883560242485
13,8,-4.884981308350689e-15,-1.5787759672851127
13,9,3.2585045772748344e-14,-1.8218294580327548
13,10,-3.652633751016765e-14,-1.2398594242117682
13,11,-5.517808432387028e-14,0.888015890364459
13,12,6.072919944699606e-14,0.3704255476420354
13,13,-3.985700658404312e-14,-1.1770281147083073
13,14,-7.149836278586008e-14,0.4077890623973562
13,15,3.108624468950438e-14,-1.284257668767689
13,16,-9.769962616701378e-15,0.15044377473358173
13,17,-4.463096558993129e-14,0.08681444064182677
13,18,6.517009154549669e-14,-1.4920739764999777
13,19,0.0,-0.2425803093017887
14,0,0.0,-1.287193601829188
14,1,-6.106226635438361e-16,-0.6056848455076681
14,2,-1.2212453270876722e-15,0.530524837301314
14,3,1.5182299861749016e-14,-0.03821588057867428
14,4,-2.4424906541753444e-15,0.6473062247846723
14,5,-1.8263168755083825e-14,0.058410413361331626
14,6,3.036459972349803e-14,1.2153699906523012
14,7,-3.574918139293004e-14,1.2650785091309042
14,8,-4.884981308350689e-15,0.6497195524182773
14,9,3.2585045772748344e-14,0.0714154067274492
14,10,-3.652633751016765e-14,1.5728690743662448
14,11,-5.517808432387028e-14,0.24732369199559537
14,12,6.072919944699606e-14,0.28154859422389195
14,13,-3.985700658404312e-14,1.9331372872093757
14,14,-7.149836278586008e-14,0.13005959475829115
14,15,3.108624468950438e-14,-1.8136690677310883
14,16,-9.769962616701378e-15,-1.5326413388523077
14,17,-4.463096558993129e-14,-0.908843859265197
14,18,6.517009154549669e-14,-0.30877446311391166
14,19,0.0,-0.5225502385524752
15,0,0.0,0.9711806748356242
15,1,-6.106226635438361e-16,1.8357439211116675
15,2,-1.2212453270876722e-15,-0.4719724953996106
15,3,1.5182299861749016e-14,0.24183991813439845
15,4,-2.4424906541753444e-15,-0.554404842097587
15,5,-1.8263168755083825e-14,-0.8989705464363765
15,6,3.036459972349803e-14,1.066429242485415
15,7,-3.574918139293004e-14,-1.1689442853810719
15,8,-4.884981308350689e-15,-0.636017377918843
15,9,3.2585045772748344e-14,-0.15846061035808887
15,10,-3.652633751016765e-14,-0.44745537753414427
15,11,-5.517808432387028e-14,-0.5564423993499383
15,12,6.072919944699606e-14,0.7036273184349087
15,13,-3.985700658404312e-14,-2.510134517129848
15,14,-7.149836278586008e-14,-0.6576034845760517
15,15,3.108624468950438e-14,-3.079474673269401
15,16,-9.769962616701378e-15,-1.076176477473744
15,17,-4.463096558993129e-14,-0.8734665639401045
15,18,6.517009154549669e-14,-0.9885906172290025
15,19,0.0,-0.7925156416045352
16,0,0.0,-2.1452662220153114
16,1,-6.106226635438361e-16,-1.4544715123496958
16,2,-1.2212453270876722e-15,-0.4602928999167075
16,3,1.5182299861749016e-14,-0.0870762258326929
16,4,-2.4424906541753444e-15,0.15547111101157124
16,5,-1.8263168755083825e-14,-0.607923194320852
16,6,3.036459972349803e-14,0.29212655921867203
16,7,-3.574918139293004e-14,1.033348449406989
16,8,-4.884981308350689e-15,1.4515991752530202
16,9,3.2585045772748344e-14,0.6453273145454381
16,10,-3.652633751016765e-14,1.4445359744702606
16,11,-5.517808432387028e-14,0.4057786870053412
16,12,6.072919944699606e-14,0.559084110132984
16,13,-3.985700658404312e-14,0.8437873438009738
16,14,-7.149836278586008e-14,1.1453529402605345
16,15,3.108624468950438e-14,0.1845772811391722
16,16,-9.769962616701378e-15,0.11264609125145598
16,17,-4.463096558993129e-14,1.12211010140854
16,18,6.517009154549669e-14,0.1179862896879445
16,19,0.0,0.9540103738050042
17,0,0.0,0.2180500785757706
17,1,-6.106226635438361e-16,0.555646696990475
17,2,-1.2212453270876722e-15,-0.22702183123331188
17,3,1.5182299861749016e-14,-1.5958666139128468
17,4,-2.4424906541753444e-15,-0.33134005878507894
17,5,-1.8263168755083825e-14,-0.8087281515850143
17,6,3.036459972349803e-14,0.2938575534878165
17,7,-3.574918139293004e-14,-0.7788463228855267
17,8,-4.884981308350689e-15,-0.04895283948197987
17,9,3.2585045772748344e-14,-2.034270631027468
17,10,-3.652633751016765e-14,-0.08364731510931067
17,11,-5.517808432387028e-14,0.2831826955383949
17,12,6.072919944699606e-14,-0.7605688762344257
17,13,-3.985700658404312e-14,-0.3941974919872383
17,14,-7.149836278586008e-14,-1.447978880936518
17,15,3.108624468950438e-14,0.004711514292769306
17,16,-9.769962616701378e-15,-1.526546986161627
17,17,-4.463096558993129e-14,-0.6195474387259636
17,18,6.517009154549669e-14,0.7407708902615111
17,19,0.0,-2.1315795124958097
18,0,0.0,0.39094660497950096
18,1,-6.106226635438361e-16,0.726256930921174
18,2,-1.2212453270876722e-15,0.37019230779788054
18,3,1.5182299861749016e-14,1.6365806555395672
18,4,-2.4424906541753444e-15,1.3487689267560607
18,5,-1.8263168755083825e-14,1.0883039298405441
18,6,3.036459972349803e-14,-0.009503382027841322
18,7,-3.574918139293004e-14,0.7812785416981058
18,8,-4.884981308350689e-15,-0.3383458769212856
18,9,3.2585045772748344e-14,-1.342902016015585
18,10,-3.652633751016765e-14,-1.4079881131123926
18,11,-5.517808432387028e-14,0.49783207000510477
18,12,6.072919944699606e-14,-2.0333666643374073
18,13,-3.985700658404312e-14,-1.2981874103692328
18,14,-7.149836278586008e-14,-1.6253525290684692
18,15,3.108624468950438e-14,-1.1081505554846274
18,16,-9.769962616701378e-15,-1.2305367540419623
18,17,-4.463096558993129e-14,-1.599337798281712
18,18,6.517009154549669e-14,-1.0864468103400104
18,19,0.0,-0.6294345179021397
19,0,0.0,-0.14120118375226506
19,1,-6.106226635438361e-16,-0.319716495794113
19,2,-1.2212453270876722e-15,0.024791348308732045
19,3,1.5182299861749016e-14,0.14034999454994754
19,4,-2.4424906541753444e-15,-0.7439373999306584
19,5,-1.8263168755083825e-14,-0.4244412027913499
19,6,3.036459972349803e-14,0.16676918875961372
19,7,-3.574918139293004e-14,-0.010507000007592568
19,8,-4.884981308350689e-15,-0.26809399487803715
19,9,3.2585045772748344e-14,-0.6119086740077162
19,10,-3.652633751016765e-14,-1.389188506013386
19,11,-5.517808432387028e-14,-2.57448629928052
19,12,6.072919944699606e-14,-1.18190981447565
19,13,-3.985700658404312e-14,-2.3453998859243064
19,14,-7.149836278586008e-14,-0.5170622966246289
19,15,3.108624468950438e-14,-0.5217200060687188
19,16,-9.769962616701378e-15,-1.1456522993392522
19,17,-4.463096558993129e-14,1.058961377719525
19,18,6.517009154549669e-14,-0.1933885134688269
19,19,0.0,0.34907508869576404
20,0,0.0,-0.2252781070742807
20,1,-6.106226635438361e-16,1.3662751940907227
20,2,-1.2212453270876722e-15,0.9943199135741654
20,3,1.5182299861749016e-14,0.04359703845640583
20,4,-2.4424906541753444e-15,0.15897508137924285
20,5,-1.8263168755083825e-14,0.7127422621234496
20,6,3.036459972349803e-14,0.5307992265058369
20,7,-3.574918139293004e-14,0.013017318131793552
20,8,-4.884981308350689e-15,0.12174035714512944
20,9,3.2585045772748344e-14,-0.6062224962822901
20,10,-3.652633751016765e-14,0.7486477778089756
20,11,-5.517808432387028e-14,-0.9889999399433325
20,12,6.072919944699606e-14,-0.7756388774398013
20,13,-3.985700658404312e-14,-0.6614974100934581
20,14,-7.149836278586008e-14,-0.4622445712555629
20,15,3.108624468950438e-14,-0.6605392479590099
20,16,-9.769962616701378e-15,-0.7585365542095436
20,17,-4.463096558993129e-14,-2.0480349915504643
20,18,6.517009154549669e-14,-0.9782871970598238
20,19,0.0,-1.3763470353593137
21,0,0.0,-1.779766224627741
21,1,-6.106226635438361e-16,-0.9093109155914516
21,2,-1.2212453270876722e-15,-0.21047693879737236
21,3,1.5182299861749016e-14,-0.8279819756596302
21,4,-2.4424906541753444e-15,-1.1447567070491955
21,5,-1.8263168755083825e-14,-1.7899741177248532
21,6,3.036459972349803e-14,-0.6811073848002182
21,7,-3.574918139293004e-14,-0.15425806920697302
21,8,-4.884981308350689e-15,-0.9650725750506853
21,9,3.2585045772748344e-14,0.21278044761269552
21,10,-3.652633751016765e-14,-0.264444640411125
21,11,-5.517808432387028e-14,-1.0379921516650468
21,12,6.072919944699606e-14,0.20950079043736397
21,13,-3.985700658404312e-14,-0.05632108067400062
21,14,-7.149836278586008e-14,-0.18643446492767876
21,15,3.108624468950438e-14,0.1865516582836742
21,16,-9.769962616701378e-15,0.4857108439049819
21,17,-4.463096558993129e-14,0.7004047318200362
21,18,6.517009154549669e-14,0.8896318734664026
21,19,0.0,-0.4855544899944997
22,0,0.0,0.8548870414938838
22,1,-6.106226635438361e-16,0.33279955079442924
22,2,-1.2212453270876722e-15,0.39600102870904
22,3,1.5182299861749016e-14,1.14745052882683
22,4,-2.4424906541753444e-15,0.7903664995950918
22,5,-1.8263168755083825e-14,1.2956310631256496
22,6,3.036459972349803e-14,0.1085445762628386
22,7,-3.574918139293004e-14,-0.2298741293478745
22,8,-4.884981308350689e-15,-0.7891602868998482
22,9,3.2585045772748344e-14,-1.4899397248211255
22,10,-3.652633751016765e-14,-0.35758025909654956
22,11,-5.517808432387028e-14,-0.2630657223563347
22,12,6.072919944699606e-14,-1.0542881662311518
22,13,-3.985700658404312e-14,-0.08133810263553871
22,14,-7.149836278586008e-14,-0.3471965018769837
22,15,3.108624468950438e-14,-1.6870322512880624
22,16,-9.769962616701378e-15,-1.226797742629876
22,17,-4.463096558993129e-14,-0.03798768774698571
22,18,6.517009154549669e-14,-1.5377314999359128
22,19,0.0,0.22143466466560183
23,0,0.0,-1.3070827039651367
23,1,-6.106226635438361e-16,-0.6595885558319802
23,2,-1.2212453270876722e-15,0.7035275504727078
23,3,1.5182299861749016e-14,0.8776745494486925
23,4,-2.4424906541753444e-15,0.9298442924236013
23,5,-1.8263168755083825e-14,0.3975938427002349
23,6,3.036459972349803e-14,-0.21512419046406617
23,7,-3.574918139293004e-14,1.3413950527376113
23,8,-4.884981308350689e-15,0.26352006416288754
23,9,3.2585045772748344e-14,-0.6373549375054981
23,10,-3.652633751016765e-14,0.949419816473855
23,11,-5.517808432387028e-14,-0.37414909816549285
23,12,6.072919944699606e-14,0.9596497355057425
23,13,-3.985700658404312e-14,0.8626310108464985
23,14,-7.149836278586008e-14,-0.49351788106101846
23,15,3.108624468950438e-14,-1.0007781793814219
23,16,-9.769962616701378e-15,0.5378552494202832
23,17,-4.463096558993129e-14,-0.04392332607352717
23,18,6.517009154549669e-14,0.8279268494420786
23,19,0.0,0.18528899621118147
24,0,0.0,-2.1232116392700577
24,1,-6.106226635438361e-16,-0.7413992918993512
24,2,-1.2212453270876722e-15,-0.7042397856777852
24,3,1.5182299861749016e-14,-0.7324530317481938
24,4,-2.4424906541753444e-15,0.08586312075364597
24,5,-1.8263168755083825e-14,-0.41623583542498127
24,6,3.036459972349803e-14,0.5263274438045673
24,7,-3.574918139293004e-14,0.4168559710835516
24,8,-4.884981308350689e-15,0.05598152659309748
24,9,3.2585045772748344e-14,0.23143877226946638
24,10,-3.652633751016765e-14,0.3844779358822135
24,11,-5.517808432387028e-14,1.22069145543974
24,12,6.072919944699606e-14,1.7730950049094882
24,13,-3.985700658404312e-14,1.3890679946741855
24,14,-7.149836278586008e-14,1.2123795226791083
24,15,3.108624468950438e-14,0.3379676944856003
24,16,-9.769962616701378e-15,1.2841076788973624
24,17,-4.463096558993129e-14,0.12531214292197052
24,18,6.517009154549669e-14,0.2732717761584836
24,19,0.0,0.0714541560090364
25,0,0.0,-0.32180302653639725
25,1,-6.106226635438361e-16,0.0521996377696848
25,2,-1.2212453270876722e-15,1.3704931590800622
25,3,1.5182299861749016e-14,0.9047933154889831
25,4,-2.4424906541753444e-15,1.3634826813299532
25,5,-1.8263168755083825e-14,0.7065632293134912
25,6,3.036459972349803e-14,-0.5704792393020466
25,7,-3.574918139293004e-14,1.4813369077380527
25,8,-4.884981308350689e-15,0.2974135883770014
25,9,3.2585045772748344e-14,0.538585834543602
25,10,-3.652633751016765e-14,0.31849396897919574
25,11,-5.517808432387028e-14,-0.3307446117201107
25,12,6.072919944699606e-14,1.6043350658920446
25,13,-3.985700658404312e-14,-0.22351483063810146
25,14,-7.149836278586008e-14,0.5905326270863922
25,15,3.108624468950438e-14,-0.14815383840295007
25,16,-9.769962616701378e-15,-1.2122887023939113
25,17,-4.463096558993129e-14,-0.7749264472548667
25,18,6.517009154549669e-14,-0.8109440758491893
25,19,0.0,0.7505656074299177
26,0,0.0,0.8124404934984804
26,1,-6.106226635438361e-16,1.3820352812427732
26,2,-1.2212453270876722e-15,0.8827475856978418
26,3,1.5182299861749016e-14,2.080268377472022
26,4,-2.4424906541753444e-15,0.13651683424241487
26,5,-1.8263168755083825e-14,-1.1566407049473204
26,6,3.036459972349803e-14,-0.34077430684794413
26,7,-3.574918139293004e-14,-0.5015166215048145
26,8,-4.884981308350689e-15,-2.1252956192896533
26,9,3.2585045772748344e-14,-0.20533536711418726
26,10,-3.652633751016765e-14,-1.0846475126532769
26,11,-5.517808432387028e-14,-1.5782445452049754
26,12,6.072919944699606e-14,-1.4857254120527958
26,13,-3.985700658404312e-14,-0.40627308059709427
26,14,-7.149836278586008e-14,-1.1655762458641306
26,15,3.108624468950438e-14,-1.1291424945911248
26,16,-9.769962616701378e-15,-0.5299717949383667
26,17,-4.463096558993129e-14,-0.7048529718089793
26,18,6.517009154549669e-14,-0.8380784676117257
26,19,0.0,-0.9788507508639682
27,0,0.0,0.0920870477191236
27,1,-6.106226635438361e-16,0.3684105653419793
27,2,-1.2212453270876722e-15,0.6459064248297994
27,3,1.5182299861749016e-14,0.272916052403369
27,4,-2.4424906541753444e-15,-0.2756241633019636
27,5,-1.8263168755083825e-14,0.8184382169775282
27,6,3.036459972349803e-14,0.9093032921840065
27,7,-3.574918139293004e-14,1.086969595044454
27,8,-4.884981308350689e-15,-0.24466022025570208
27,9,3.2585045772748344e-14,-0.3066497893514816
27,10,-3.652633751016765e-14,-1.814159949707544
27,11,-5.517808432387028e-14,-0.4136108539771545
27,12,6.072919944699606e-14,-0.5836438623731908
27,13,-3.985700658404312e-14,-0.5122125341750461
27,14,-7.149836278586008e-14,-1.132217592792404
27,15,3.108624468950438e-14,-0.027510706900520054
27,16,-9.769962616701378e-15,0.5509463729330023
27,17,-4.463096558993129e-14,-0.5592570124070607
27,18,6.517009154549669e-14,-0.9902902521248289
27,19,0.0,-0.30407774680795846
28,0,0.0,-1.5851443160642977
28,1,-6.106226635438361e-16,0.19953175136744042
28,2,-1.2212453270876722e-15,-1.2267944014851653
28,3,1.5182299861749016e-14,-0.015051176275436211
28,4,-2.4424906541753444e-15,0.025689433044555048
28,5,-1.8263168755083825e-14,-1.8240699001695262
28,6,3.036459972349803e-14,-0.9982551718772523
28,7,-3.574918139293004e-14,-0.999990528041941
