sample_id,time_point,time_value,signal1,signal2,mixed_signal,noise,noisy_signal
2,7,0.3684210526315789,0.5231638445302226,0.5334292682073554,0.5282965563687889,-0.08817588309468496,0.440120673274104
2,8,0.42105263157894735,0.5372211398196278,0.5469237806780498,0.5420724602488388,0.08812492662992359,0.6301973868787624
2,9,0.47368421052631576,0.5488225335223668,0.5566617219724463,0.5527421277474065,0.020914318669229704,0.5736564464166362
2,10,0.5263157894736842,0.5572025498539749,0.5618635029556882,0.5595330264048315,0.04181427304294591,0.6013472994477774
2,11,0.5789473684210527,0.5618082639039089,0.5621126853053577,0.5619604746046334,0.02201215015125531,0.5839726247558887
2,12,0.631578947368421,0.5623357843755086,0.5573893202615963,0.5598625523185524,0.044408245423581814,0.6042707977421342
2,13,0.6842105263157894,0.5587503047483534,0.5480715456624494,0.5534109252054014,-0.029526602948012848,0.5238843222573886
2,14,0.7368421052631579,0.5512883998599675,0.534905313410782,0.5430968566353747,0.016846534963658438,0.5599433915990331
2,15,0.7894736842105263,0.5404424163752769,0.5189446708971143,0.5296935436361956,0.03157326963664545,0.561266813272841
2,16,0.8421052631578947,0.5269279870819418,0.5014673772609627,0.5141976821714522,-0.03686119349018095,0.47733648868127126
2,17,0.894736842105263,0.5116368124626778,0.4838726099889782,0.497754711225828,-0.021837362519755488,0.4759173487060725
2,18,0.9473684210526315,0.4955778250808461,0.46756895113982055,0.48157338811033334,-0.01747851156566924,0.4640948765446641
2,19,1.0,0.4798106188334207,0.45386162066840263,0.46683611975091166,-0.008128197269495145,0.4587079224814165
3,0,0.0,0.558108553669863,0.558108553669863,0.558108553669863,-0.044056934207059695,0.5140516194628033
3,1,0.05263157894736842,0.5542563603288316,0.5529473521556387,0.5536018562422351,-0.0545643281062817,0.4990375281359534
3,2,0.10526315789473684,0.5500358986275111,0.5471608608916045,0.5485983797595578,-0.012274220468183269,0.5363241592913746
3,3,0.15789473684210525,0.5454758152075301,0.5408174163200462,0.5431466157637881,-0.08573239437169242,0.45741422139209564
3,4,0.21052631578947367,0.5406070619136801,0.5339919323074288,0.5372994971105545,0.08483140812898715,0.6221309052395416
3,5,0.2631578947368421,0.5354626857063787,0.5267650154377804,0.5311138505720796,0.054928044976037906,0.5860418955481175
3,6,0.3157894736842105,0.5300776043534061,0.5192220130770662,0.5246498087152361,-0.056850595413388175,0.467799213301848
3,7,0.3684210526315789,0.5244883694234239,0.511452005450584,0.517970187437004,-0.032544574024130656,0.4854256134128733
3,8,0.42105263157894735,0.5187329181899695,0.5035467536365932,0.5111398359132813,-0.05789969299962111,0.45324014291366016
3,9,0.47368421052631576,0.5128503161298942,0.4955996159000062,0.5042249660149501,0.06272637165207172,0.5669513376670219
3,10,0.5263157894736842,0.5068804917640528,0.4877044451638627,0.49729246846395775,0.03133086402475176,0.5286233324887095
3,11,0.5789473684210527,0.5008639656400292,0.4799544806390641,0.49040922313954666,0.05815858578335919,0.5485678089229058
3,12,0.631578947368421,0.4948415752964436,0.4724412467018342,0.48364141099913893,0.05046620446843114,0.5341076154675701
3,13,0.6842105263157894,0.48885419807566505,0.46525347202277895,0.477053835049222,-0.045760065862612255,0.4312937691866097
3,14,0.7368421052631579,0.48294247366635235,0.45847604171225365,0.470709257689303,-0.020254335237487042,0.45045492245181595
3,15,0.7894736842105263,0.4771465282590849,0.45218899485683567,0.4646677615579603,0.007617984123822032,0.47228574568178233
3,16,0.8421052631578947,0.4715057021873927,0.44646657928564615,0.45898614073651944,0.05119636642557416,0.5101825071620936
3,17,0.894736842105263,0.4660582829028392,0.4413763747294013,0.45371732881612026,-0.0022547167303500607,0.4514626120857702
3,18,0.9473684210526315,0.46084124509660473,0.4369784947273788,0.4489098699119918,-0.06344276940042591,0.38546710051156585
3,19,1.0,0.4558899997315114,0.43332487670749903,0.4446074382195052,-0.04682614994596764,0.3977812882735376
4,0,0.0,0.4860952611507196,0.4860952611507196,0.4860952611507196,0.0366195146261419,0.5227147757768615
4,1,0.05263157894736842,0.4723007740314263,0.4708161687694399,0.47155847140043305,0.03483597776679645,0.5063944491672295
4,2,0.10526315789473684,0.4599896470960548,0.4574726304425362,0.4587311387692955,0.0007157283524138987,0.4594468671217094
4,3,0.15789473684210525,0.4498211708076618,0.44694962729206617,0.44838539904986396,-0.04172934731170902,0.40665605173815494
4,4,0.21052631578947367,0.4423398915327946,0.43994507458663146,0.44114248305971304,0.004249420704484323,0.44539190376419735
4,5,0.2631578947368421,0.4379464497736003,0.4369235340309988,0.43743499190229956,-0.05844626250792197,0.3789887293943776
4,6,0.3157894736842105,0.43687612490515465,0.4380854027226815,0.4374807638139181,-0.0557789025038589,0.3817018613100592
4,7,0.3684210526315789,0.4391862353989382,0.44335362225083963,0.4412699288248889,0.01741840792350469,0.4586883367483936
4,8,0.42105263157894735,0.44475306928080316,0.45237878942757426,0.4485659293541887,-0.07471796775936766,0.37384796159482103
4,9,0.47368421052631576,0.4532785092047907,0.4645623296934882,0.4589204194491394,-0.026599664249791728,0.4323207551993477
4,10,0.5263157894736842,0.4643059973541587,0.4790961962718564,0.47170109681300754,-0.05240564778656768,0.41929544902643984
4,11,0.5789473684210527,0.4772449852107643,0.4950164621114539,0.4861307236611091,0.044108163935591915,0.530238887596701
4,12,0.631578947368421,0.4914025588488354,0.5112672502491385,0.501334904548987,-0.028879314290335724,0.47245559025865125
4,13,0.6842105263157894,0.5060205461425702,0.5267707625501074,0.5163956543463388,-0.004142617666866253,0.5122530366794725
4,14,0.7368421052631579,0.5203161187073345,0.540498762322127,0.5304074405147308,-0.014595672579525352,0.5158117679352054
4,15,0.7894736842105263,0.5335237142428317,0.5515407698750127,0.5425322420589223,0.0013226093215694113,0.5438548513804916
4,16,0.8421052631578947,0.5449360342359217,0.5591644481033792,0.5520502411696504,-0.0420211999321135,0.5100290412375369
4,17,0.894736842105263,0.5539419214974787,0.5628641731503861,0.5584030473239323,0.0196715422619054,0.5780745895858377
4,18,0.9473684210526315,0.5600590891000683,0.5623945688089744,0.5612268289545214,0.0336485397576592,0.5948753687121806
4,19,1.0,0.5629599480031033,0.557786780564457,0.5603733642837802,0.04596077337591683,0.606334137659697
5,0,0.0,0.5606416702071927,0.5606416702071927,0.5606416702071927,-0.011516165853524352,0.5491255043536684
5,1,0.05263157894736842,0.5683765349131923,0.5691674939889229,0.5687720144510575,-0.07106313512768879,0.4977088793233687
5,2,0.10526315789473684,0.5732474479772911,0.5740083024438852,0.5736278752105881,-0.015677658443979066,0.557950216766609
5,3,0.15789473684210525,0.5750503911718151,0.574906193307277,0.5749782922395461,0.04501814084428967,0.6199964330838358
5,4,0.21052631578947367,0.5737098482084825,0.5718133299234303,0.5727615890659563,0.10319434214320351,0.6759559312091599
5,5,0.2631578947368421,0.5692819677386654,0.5648944898246188,0.5670882287816421,0.0451735144172444,0.6122617431988865
5,6,0.3157894736842105,0.5619522115667352,0.5545182859290969,0.5582352487479161,0.020815952344201423,0.5790512010921175
5,7,0.3684210526315789,0.5520275865810931,0.5412375280639024,0.5466325573224977,0.0025167542524371102,0.5491493115749349
5,8,0.42105263157894735,0.5399237857685063,0.5257597710855431,0.5328417784270247,0.06462462222136026,0.597466400648385
5,9,0.47368421052631576,0.5261477769104582,0.5089096186972899,0.517528697803874,0.061916295774742336,0.5794449935786163
5,10,0.5263157894736842,0.511276568234083,0.4915847912910229,0.501430679762553,0.0007405359212674472,0.5021712156838204
5,11,0.5789473684210527,0.4959330404185468,0.4747082983737211,0.48532066939613394,-0.029884149885820412,0.45543651951031355
5,12,0.631578947368421,0.480759857233455,0.45917926367353784,0.4699695604534964,-0.012902657898890394,0.457066902554606
5,13,0.6842105263157894,0.4663925475623779,0.4458250228011757,0.4561087851817768,0.0012337990585160595,0.45734258424029284
5,14,0.7368421052631579,0.4534328862711292,0.43535704554473886,0.44439496590793404,0.0015443686722530652,0.4459393345801871
5,15,0.7894736842105263,0.4424236888633122,0.42833303111241905,0.4353783599878656,-0.04815089744646951,0.3872274625413961
5,16,0.8421052631578947,0.4338260756491641,0.4251271957631237,0.4294766357061439,0.0182915596739409,0.44776819538008483
5,17,0.894736842105263,0.4280001577181449,0.42591033580182136,0.42695524675998314,-0.03176442124769201,0.3951908255122911
5,18,0.9473684210526315,0.4251899536834428,0.4306407281172763,0.42791534090035954,-0.012937480439809652,0.4149778604605499
5,19,1.0,0.42551316896065794,0.4390663530514266,0.4322897610060423,-0.001631225814837995,0.4306585351912043
6,0,0.0,0.5589405442305789,0.5589405442305789,0.5589405442305789,-0.02353715599561551,0.5354033882349634
6,1,0.05263157894736842,0.5509058530699518,0.549478806645267,0.5501923298576095,0.07171036054301708,0.6219026904006265
6,2,0.10526315789473684,0.5415152898078576,0.5382418634613922,0.5398785766346249,-0.0027175536872913585,0.5371610229473336
6,3,0.15789473684210525,0.5310189711200082,0.5256328748560737,0.5283259229880409,0.016827130817168585,0.5451530538052095
6,4,0.21052631578947367,0.5196964653628636,0.5121042273899827,0.5159003463764231,0.009391877713044023,0.5252922240894672
6,5,0.2631578947368421,0.5078493462995377,0.49814130323684425,0.502995324768191,-0.005070491790825054,0.49792483297736595
6,6,0.3157894736842105,0.4957931607139854,0.4842450655930155,0.49001911315350044,-0.036186349432602696,0.45383276372089776
6,7,0.3684210526315789,0.4838490238552352,0.4709140850695693,0.47738155446240227,-0.04077997589959142,0.43660157856281084
6,8,0.42105263157894735,0.47233506656613206,0.4586266519257922,0.46548085924596216,-0.0060154501134882165,0.45946540913247397
6,9,0.47368421052631576,0.46155796190142906,0.4478236159231828,0.45469078891230597,0.030950736955620006,0.48564152586792597
6,10,0.5263157894736842,0.4518047569228734,0.4388925694733932,0.4453486631981333,-0.028998223255155404,0.41635043994297793
6,11,0.5789473684210527,0.44333522723057417,0.43215394155872205,0.43774458439464814,0.016351553374747346,0.4540961377693955
6,12,0.631578947368421,0.43637495786691455,0.427849501348877,0.43211222960789575,0.01842955668318982,0.45054178629108554
6,13,0.6842105263157894,0.4311093348824124,0.426133683982401,0.4286215094324067,0.05460219206848023,0.4832237015008869
6,14,0.7368421052631579,0.42767860759754794,0.42706804972724693,0.4273733286623974,-0.05534477054578735,0.37202855811661006
6,15,0.7894736842105263,0.4261741530767012,0.4306190753152964,0.42839661419599884,-0.03440338598545489,0.39399322821054394
6,16,0.8421052631578947,0.42663604230954677,0.4366593566935425,0.43164769950154463,-0.08879021959762441,0.34285747990392024
6,17,0.894736842105263,0.4290519729244119,0.4449721800395111,0.4370120764819615,-0.014202189407335787,0.4228098870746257
6,18,0.9473684210526315,0.43335759686066644,0.45525929704156803,0.44430844695111726,-0.0681703053562598,0.3761381415948575
6,19,1.0,0.43943823427262435,0.4671516254818245,0.4532949298772244,0.07001784772946554,0.5233127776066899
7,0,0.0,0.5227675306993612,0.5227675306993612,0.5227675306993612,0.038701188852842634,0.5614687195522039
7,1,0.05263157894736842,0.5175984750162256,0.515557550049522,0.5165780125328738,0.0013105227119059397,0.5178885352447797
7,2,0.10526315789473684,0.5123494806550115,0.5082110042619523,0.5102802424584819,-0.012220726345175183,0.49805951611330673
7,3,0.15789473684210525,0.5070443904583567,0.5007923817705077,0.5039183861144322,-0.036482677896714354,0.46743570821771785
7,4,0.21052631578947367,0.5017073020765983,0.4933668037028135,0.4975370528897059,-0.02708063101630649,0.4704564218733994
7,5,0.2631578947368421,0.49636245850747523,0.48599945224297436,0.49118095537522477,-0.0636205838335331,0.4275603715416917
7,6,0.3157894736842105,0.4910341379756097,0.4787549984583254,0.4848945682169675,0.018046062711343458,0.502940630928311
7,7,0.3684210526315789,0.48574654365197534,0.47169703461279844,0.4787217891323869,-0.02411070038630454,0.45461108874608236
7,8,0.42105263157894735,0.48052369371428694,0.4648875159500914,0.47270560483218915,0.04421753383715261,0.5169231386693418
7,9,0.47368421052631576,0.475389312247696,0.4583862168467026,0.46688776454719927,-0.026117755754314922,0.44077000879288436
7,10,0.5263157894736842,0.4703667214813621,0.4522502061087522,0.4613084637950572,-0.03484778704558646,0.42646067674947075
7,11,0.5789473684210527,0.46547873585040084,0.4465333460184682,0.45600604093443453,0.05318367563118978,0.5091897165656243
7,12,0.631578947368421,0.46074755836441644,0.4412858195277377,0.45101668894607705,-0.030662601766482573,0.4203540871795945
7,13,0.6842105263157894,0.4561946797533521,0.4365536897490475,0.44637418475119983,-0.07452093669733914,0.37185324805386066
7,14,0.7368421052631579,0.45184078084877316,0.43237849561063046,0.44210963822970184,-0.023755166974116147,0.41835447125558567
7,15,0.7894736842105263,0.4477056386440044,0.4287968872251809,0.43825126293459266,-0.03264483629010527,0.4056064266444874
7,16,0.8421052631578947,0.4438080364598284,0.42584030417289626,0.43482417031636234,0.053744295873448346,0.4885684661898107
7,17,0.894736842105263,0.4401656786238072,0.4235346995228948,0.431850189073351,-0.008787750208260996,0.42306243886509
7,18,0.9473684210526315,0.43679511005078314,0.42190031201556794,0.42934771103317554,-0.0001258407584214477,0.4292218702747541
7,19,1.0,0.4337116410898549,0.42095148840566393,0.4273315647477594,0.0025074760135186764,0.4298390407612781
8,0,0.0,0.47956922153420095,0.47956922153420095,0.47956922153420095,0.0019104338679858082,0.48147965540218673
8,1,0.05263157894736842,0.4764960376013324,0.4753586642153156,0.475927350908324,0.01852183855193271,0.49444918946025673
8,2,0.10526315789473684,0.4735358482146568,0.4713734501362891,0.472454649175473,-0.005630642266451932,0.46682400690902104
8,3,0.15789473684210525,0.4707028843898094,0.46765002379266135,0.4691764540912354,0.03729181503122874,0.5064682691224641
8,4,0.21052631578947367,0.46801076550961357,0.4642224356499988,0.4661166005798062,0.006143638127239138,0.4722602387070453
8,5,0.2631578947368421,0.4654724338493335,0.46112203075484115,0.4632972323020873,-0.020708642034882284,0.44258859026720504
8,6,0.3157894736842105,0.463100092357101,0.4583771620865095,0.46073862722180525,-0.11453172997427163,0.3462068972475336
8,7,0.3684210526315789,0.4609051459886329,0.4560129312711541,0.4584590386298935,-0.034978968767752756,0.42348006986214076
8,8,0.42105263157894735,0.4588981468782722,0.4540509590291921,0.4564745529537322,-0.03258044661218878,0.4238941063415434
8,9,0.47368421052631576,0.45708874360994006,0.45250918745537766,0.45479896553265886,0.0026686270053370978,0.45746759253799596
8,10,0.5263157894736842,0.45548563483187793,0.4514017159396384,0.45344367538575814,0.021702369475196607,0.47514604486095474
8,11,0.5789473684210527,0.45409652743817464,0.4507386722291707,0.4524175998336727,-0.05979119595178798,0.3926264038818847
8,12,0.631578947368421,0.4529280995181201,0.4505261198109214,0.45172710966452073,-0.04673586681342119,0.40499124285109955
8,13,0.6842105263157894,0.45198596825150494,0.4507660024614369,0.45137598535647094,-0.052185217038964185,0.3991907683175068
8,14,0.7368421052631579,0.4512746629042086,0.4514561264711664,0.4513653946876875,0.011593707669424174,0.4629591023571117
8,15,0.7894736842105263,0.45079760305389893,0.45259018070577806,0.4516938918798385,-0.034817018347737885,0.4168768735321006
8,16,0.8421052631578947,0.4505570821505218,0.45415779432102704,0.45235743823577446,0.003360755141298246,0.4557181933770727
8,17,0.894736842105263,0.4505542564906142,0.45614463160337937,0.4533494440469968,-0.05033636970885383,0.40301307433814293
8,18,0.9473684210526315,0.45078913965844564,0.4585325230690785,0.45466083136376206,-0.03412999456119538,0.4205308368025667
8,19,1.0,0.4512606024607121,0.46129963162276505,0.45628011704173854,0.03814209193962288,0.4944222089813614
9,0,0.0,0.524481008592546,0.524481008592546,0.524481008592546,0.0703385564937344,0.5948195650862804
9,1,0.05263157894736842,0.5202325931319363,0.5192283084888385,0.5197304508103874,0.07019151841521289,0.5899219692256003
9,2,0.10526315789473684,0.515712534556758,0.5135871704211455,0.5146498524889518,0.00010942284894717482,0.514759275337899
9,3,0.15789473684210525,0.5109815192447479,0.5076715530451047,0.5093265361449263,-0.023907330763833348,0.48541920538109296
9,4,0.21052631578947367,0.506103065882119,0.5016009598714175,0.5038520128767683,0.01130455063568611,0.5151565635124544
9,5,0.2631578947368421,0.5011426726606778,0.49549802513252006,0.49832034889659893,0.006227763484750258,0.5045481123813492
9,6,0.3157894736842105,0.4961669378980681,0.4894860364044198,0.49282648715124394,-0.05733897679760375,0.4354875103536402
9,7,0.3684210526315789,0.4912426658877074,0.4836864440301047,0.48746455495890606,0.006849519586005369,0.49431407454491144
9,8,0.42105263157894735,0.4864359699832896,0.47821640765755585,0.4823261888204227,0.010372300667882188,0.4926984894883049
9,9,0.47368421052631576,0.48181138495985537,0.4731864294556309,0.47749890720774313,0.012291478966846936,0.4897903861745901
9,10,0.5263157894736842,0.47743100056888443,0.4686981218200734,0.4730645611944789,-0.03325080658340552,0.4398137546110734
9,11,0.5789473684210527,0.47335362792031266,0.46484215466502116,0.4690978912926669,-0.0055222751252710575,0.46357561616739584
9,12,0.631578947368421,0.4696340098836424,0.46169642376751413,0.46566521682557827,-0.04104400704963175,0.42462120977594653
9,13,0.6842105263157894,0.46632208610931275,0.4593244771669331,0.4628232816381229,-0.030012047569202328,0.4328112340689206
9,14,0.7368421052631579,0.463462322538165,0.45777423140823814,0.46061827697320157,0.013883261521097562,0.4745015384942991
9,15,0.7894736842105263,0.4610931144010197,0.45707700356263886,0.4590850589818293,-0.07384555800258662,0.38523950097924264
9,16,0.8421052631578947,0.45924627072370144,0.45724687858019397,0.45824657465194774,-0.014467830007299698,0.44377874464464806
9,17,0.894736842105263,0.45794658725855686,0.4582804247546777,0.45811350600661727,-0.020411142004484396,0.43770236400213286
9,18,0.9473684210526315,0.4572115135762921,0.46015676304870967,0.4586841383125009,-0.00161363153823299,0.4570705067742679
9,19,1.0,0.45705091878776133,0.46283798887868566,0.45994445383322347,-0.0862271923683816,0.37371726146484185
10,0,0.0,0.43025661062974596,0.43025661062974596,0.43025661062974596,-0.028014826431426193,0.4022417841983198
10,1,0.05263157894736842,0.4312429749828206,0.43159346791583386,0.43141822144932723,0.16964098987581,0.6010592113251372
10,2,0.10526315789473684,0.43612553380516095,0.4377035452723563,0.4369145395387586,0.016354885670437504,0.4532694252091961
10,3,0.15789473684210525,0.44462761138727097,0.44816049827018506,0.446394054828728,-0.026391509387478713,0.4200025454412493
10,4,0.21052631578947367,0.45626742790164343,0.46223466942773034,0.4592510486646869,0.005266745929560404,0.4645177945942473
10,5,0.2631578947368421,0.4703854000007552,0.4789440017074965,0.4746647008541258,0.05890966104517628,0.5335743618993021
10,6,0.3157894736842105,0.4861815168523158,0.4971225637609508,0.49165204030663334,0.04988964050091898,0.5415416808075523
10,7,0.3684210526315789,0.5027606736565241,0.5155019054181823,0.5091312895373532,0.010085400613904675,0.5192166901512579
10,8,0.42105263157894735,0.5191833937703825,0.5327995666595581,0.5259914802149703,-0.08056945006753055,0.44542203014743975
10,9,0.47368421052631576,0.5345190652126144,0.5478085641562446,0.5411638146844295,0.0688340286133434,0.609997843297773
10,10,0.5263157894736842,0.547898674842515,0.5594816112543863,0.5536901430484507,0.09612443808498393,0.6498145811334346
10,11,0.5789473684210527,0.5585640519709376,0.5670041947635845,0.562784123367261,0.05587830202126392,0.6186624253885249
10,12,0.631578947368421,0.5659108309585892,0.569851409451932,0.5678811202052606,0.016034985097540342,0.5839161053028009
10,13,0.6842105263157894,0.5695226982774856,0.5678245844925179,0.5686736413850018,-0.013271262401211332,0.5554023789837904
10,14,0.7368421052631579,0.5691949833871532,0.5610651461684877,0.5651300647778205,-0.008769085100247405,0.556360979677573
10,15,0.7894736842105263,0.5649462566219383,0.5500447495351425,0.5574955030785405,-0.0321683873112549,0.5253271157672855
10,16,0.8421052631578947,0.5570172768820393,0.5355323676246151,0.5462748222533271,-0.12655543965770563,0.41971938259562147
10,17,0.894736842105263,0.5458573487585403,0.5185406346180959,0.5321989916883181,-0.037945545918251056,0.494253445770067
10,18,0.9473684210526315,0.5320988621813623,0.5002551870117955,0.5161770245965789,-0.05811024090020638,0.4580667836963725
10,19,1.0,0.5165214573297315,0.4819519331561603,0.4992366952429459,0.02429198660784265,0.5235286818507885
11,0,0.0,0.4415826900467722,0.4415826900467722,0.4415826900467722,0.02810769258521953,0.4696903826319917
11,1,0.05263157894736842,0.43814561609298425,0.43739079954648236,0.4377682078197333,-0.027835223996731485,0.4099329838230018
11,2,0.10526315789473684,0.4353915175972767,0.43427907672959154,0.4348352971634341,0.0669264367113014,0.5017617338747355
11,3,0.15789473684210525,0.4333508043958305,0.43230120671589284,0.4328260055558617,-0.005380439465570308,0.4274455660902914
11,4,0.21052631578947367,0.4320460093625593,0.43149131278527625,0.43176866107391776,0.01386895448332628,0.445637615557244
11,5,0.2631578947368421,0.4314915396086371,0.4318633676645055,0.4316774536365713,0.05233115181683521,0.4840086054534065
11,6,0.3157894736842105,0.4316935174039865,0.43341095246220224,0.43255223493309436,-0.07185805144643051,0.3606941834866638
11,7,0.3684210526315789,0.43264971257721796,0.4361073674110211,0.4343785399941195,0.006138245354470746,0.4405167853485903
11,8,0.42105263157894735,0.43434956714043804,0.43990609250643153,0.4371278298234348,0.07625651911950548,0.5133843489429403
11,9,0.47368421052631576,0.43677431186702687,0.44474159009491854,0.4407579509809727,-0.028686883265644697,0.412071067715328
11,10,0.5263157894736842,0.43989717353517266,0.4505304355649169,0.4452138045500448,-0.004642932172790964,0.44057087237725384
11,11,0.5789473684210527,0.4436836705488494,0.45717275663319057,0.45042821359102,0.0583060414498707,0.5087342550408906
11,12,0.631578947368421,0.44809199367208885,0.464553956395311,0.4563229750336999,0.03513515122788424,0.49145812626158414
11,13,0.6842105263157894,0.453073467672607,0.4725466904132405,0.4628100790429237,0.043448227995420904,0.5062583070383446
11,14,0.7368421052631579,0.4585730887774694,0.48101306373023717,0.46979307625385325,0.01772405340322897,0.4875171296570822
11,15,0.7894736842105263,0.4645301320063901,0.4898070099089985,0.47716857095769427,0.01091905461500229,0.4880876255726966
11,16,0.8421052631578947,0.4708788216766915,0.4987768110485923,0.4848278163626419,-0.02133282083242938,0.4634949955302125
11,17,0.894736842105263,0.4775490576764349,0.507767715303486,0.4926583864899604,-0.032096922826646265,0.46056146366331413
11,18,0.9473684210526315,0.4844671894864546,0.5166246067458234,0.500545898116139,-0.04986000559972383,0.4506858925164152
11,19,1.0,0.4915568294048036,0.5251946815090469,0.5083757554569253,-0.10026662455010699,0.4081091309068183
12,0,0.0,0.4482449139349465,0.4482449139349465,0.4482449139349465,-0.03198150862989934,0.41626340530504713
